"@timestamp","process.parent.executable","process.parent.command_line","process.executable","process.command_line","process.pid","file.path","Target.process.executable","Target.process.pid","source.ip","destination.ip","dns.question.name","dll.path","registry.path","event.action"
"Jun 1, 2026 @ 14:23:38.936","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\shared_proto_db\b45eb33f-4208-4d03-a43f-b0f7950bd121.tmp","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:38.954","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\shared_proto_db\LOG.old","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:38.967","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Extension State\23df52d7-00a9-4cdf-a97e-28a0a0874a61.tmp","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:38.997","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Extension State\LOG.old","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:39.499","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","-","-","-","-","-","odc.officeapps.live.com","-","-","lookup_requested"
"Jun 1, 2026 @ 14:23:39.514","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","-","-","-","-","-","messaging.engagement.office.com","-","-","lookup_requested"
"Jun 1, 2026 @ 14:23:39.519","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","-","-","-","-","-","recent.svc.cloud.microsoft","-","-","lookup_requested"
"Jun 1, 2026 @ 14:23:39.526","-","-","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","-","5,408","-","-","-","173.10.254.170","40.100.72.2","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:23:39.527","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","-","-","-","-","-","messaging.engagement.office.com","-","-","lookup_result"
"Jun 1, 2026 @ 14:23:39.573","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\8ae9f0c30ea1668425d0f7d6255d597ead710776.tbres","-","-","-","-","-","-","-",open
"Jun 1, 2026 @ 14:23:39.592","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","-","-","-","-","-","odc.officeapps.live.com","-","-","lookup_result"
"Jun 1, 2026 @ 14:23:39.623","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","-","-","-","173.10.254.170","52.110.14.134","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:39.643","-","-","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","-","5,408","-","-","-","173.10.254.170","23.212.254.74","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:39.674","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","-","-","-","-","-","recent.svc.cloud.microsoft","-","-","lookup_result"
"Jun 1, 2026 @ 14:23:39.750","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","-","-","-","173.10.254.170","52.110.14.133","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:39.859","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","-","-","-","173.10.254.170","52.111.225.4","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:39.860","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Temp\661b6b29-3b80-4bde-ae39-4b56dcb76a7d.tmp","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:23:39.885","-","-","C:\Windows\System32\smartscreen.exe","-","20,548","-","-","-","-","-","nav.smartscreen.microsoft.com","-","-","lookup_result"
"Jun 1, 2026 @ 14:23:39.957","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Local Storage\leveldb\7eff8b9a-e250-4ce5-8a7b-9d398103cbbd.tmp","-","-","-","-","-","-","-",deletion
"Jun 1, 2026 @ 14:23:39.957","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Local Storage\leveldb\7eff8b9a-e250-4ce5-8a7b-9d398103cbbd.tmp","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:23:39.983","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","24,140","-","-","-","-","-","-","C:\Windows\System32\DriverStore\FileRepository\nvdm.inf_amd64_c73643c8a6190037\nvinitx.dll","-",load
"Jun 1, 2026 @ 14:23:40.010","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Local Storage\leveldb\7eff8b9a-e250-4ce5-8a7b-9d398103cbbd.tmp","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:40.026","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","24,140","-","-","-","-","-","-","C:\Windows\System32\igd10iumd64.dll","-",load
"Jun 1, 2026 @ 14:23:40.033","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","24,140","-","-","-","-","-","-","C:\Windows\System32\igdusc64.dll","-",load
"Jun 1, 2026 @ 14:23:40.034","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Local Storage\leveldb\LOG.old","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:40.043","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\System32\backgroundTaskHost.exe","""C:\Windows\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider","15,596","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:23:40.049","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","24,140","-","-","-","-","-","-","C:\Windows\System32\igd11dxva64.dll","-",load
"Jun 1, 2026 @ 14:23:40.283","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\9a2d88d6cfd2d8c984e740f857707663b161647d.tbres","-","-","-","-","-","-","-",open
"Jun 1, 2026 @ 14:23:40.352","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","-","-","-","-","-",wpad,"-","-","lookup_requested"
"Jun 1, 2026 @ 14:23:40.353","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","-","-","-","-","-",wpad,"-","-","lookup_requested"
"Jun 1, 2026 @ 14:23:40.353","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","-","-","-","-","-",wpad,"-","-","lookup_requested"
"Jun 1, 2026 @ 14:23:40.401","-","-","C:\Windows\System32\backgroundTaskHost.exe","-","15,596","-","-","-","-","-","-","C:\Windows\System32\vaultcli.dll","-",load
"Jun 1, 2026 @ 14:23:40.418","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Session Storage\ef69e78e-008b-49bc-a12e-ad533591ba37.tmp","-","-","-","-","-","-","-",deletion
"Jun 1, 2026 @ 14:23:40.418","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Session Storage\ef69e78e-008b-49bc-a12e-ad533591ba37.tmp","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:23:40.419","-","-","C:\Windows\System32\smartscreen.exe","-","20,548","-","-","-","173.10.254.170","20.18.192.154","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:40.480","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Session Storage\ef69e78e-008b-49bc-a12e-ad533591ba37.tmp","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:40.508","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Session Storage\LOG.old","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:40.578","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","-","-","-","173.10.254.170","150.171.23.17","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:40.593","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","-","-","-","173.10.254.170","20.247.156.103","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:40.914","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\SmartScreen\local\uriCache","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:40.914","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\SmartScreen\local\uriCache_","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:40.926","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\System32\backgroundTaskHost.exe","""C:\Windows\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider","15,596","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:23:40.941","-","-","C:\Windows\System32\lsass.exe","-",992,"C:\Users\DELL\AppData\Local\Microsoft\Credentials\1493D94F16BCC1D8457EDBEAD8D3BBD1","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:41.029","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\IdentityCache\1\UD\u_TFCB0FB8FC4JM4J7\e_C2GK9UTC67FSUCG3\Accounts\r_74DB6FURNR2TGPBK.bin","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:41.030","-","-","C:\Windows\System32\lsass.exe","-",992,"C:\Users\DELL\AppData\Local\Microsoft\Credentials\1493D94F16BCC1D8457EDBEAD8D3BBD1","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:41.061","-","-","C:\Windows\System32\smartscreen.exe","-","20,548","C:\Users\DELL\AppData\Local\Temp\SmartScreen\RemoteData\LastPing","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:41.155","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","-","-","-","173.10.254.170","20.247.156.103","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:23:41.155","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","-","-","-","173.10.254.170","150.171.23.17","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:23:41.179","-","-","C:\Windows\System32\smartscreen.exe","-","20,548","-","-","-","173.10.254.170","20.18.192.154","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:23:41.196","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\System32\backgroundTaskHost.exe","""C:\Windows\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider","18,712","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:23:41.222","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\9a2d88d6cfd2d8c984e740f857707663b161647d.tbres","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:23:41.275","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:41.278","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\IdentityCache\1\UD\u_TFCB0FB8FC4JM4J7\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGPBK\c_Q1JJ95IJFFRNT2GU.bin","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:41.282","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\IdentityCache\1\UD\u_TFCB0FB8FC4JM4J7\e_C2GK9UTC67FSUCG3\ID\r_74DB6FURNR2TGPBK\c_Q1JJ95IJFFRNT2GU.bin","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:41.289","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\IdentityCache\1\UD\u_TFCB0FB8FC4JM4J7\e_C2GK9UTC67FSUCG3\Accounts\r_74DB6FURNR2TGPBK.bin","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:41.321","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Content\CachePrefix",modification
"Jun 1, 2026 @ 14:23:41.323","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Cookies\CachePrefix",modification
"Jun 1, 2026 @ 14:23:41.325","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\History\CachePrefix",modification
"Jun 1, 2026 @ 14:23:41.349","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName",modification
"Jun 1, 2026 @ 14:23:41.349","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass",modification
"Jun 1, 2026 @ 14:23:41.350","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet",modification
"Jun 1, 2026 @ 14:23:41.350","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect",modification
"Jun 1, 2026 @ 14:23:41.356","-","-","C:\Windows\System32\backgroundTaskHost.exe","-","18,712","-","-","-","-","-","-","C:\Windows\System32\vaultcli.dll","-",load
"Jun 1, 2026 @ 14:23:41.357","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","substrate.office.com","-","-","lookup_requested"
"Jun 1, 2026 @ 14:23:41.360","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","substrate.office.com","-","-","lookup_result"
"Jun 1, 2026 @ 14:23:41.383","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","173.10.254.170","40.104.66.98","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:41.383","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","173.10.254.170","40.104.66.98","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:41.437","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertinformation.temp.ini","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:23:41.455","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.backup.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:41.459","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:41.462","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\aggmru\b1c53643363b744d_LiveId\x-mru4-en-US-sr.json","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:41.516","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","ctldl.windowsupdate.com","-","-","lookup_requested"
"Jun 1, 2026 @ 14:23:41.516","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","ctldl.windowsupdate.com","-","-","lookup_requested"
"Jun 1, 2026 @ 14:23:41.516","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","ctldl.windowsupdate.com","-","-","lookup_result"
"Jun 1, 2026 @ 14:23:41.516","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","-","-","ctldl.windowsupdate.com","-","-","lookup_result"
"Jun 1, 2026 @ 14:23:41.539","-","-","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","-","5,408","C:\Users\DELL\AppData\Local\Packages\microsoftwindows.client.cbs_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\NGHKBUH6\www.bing[1].xml","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:41.545","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:41.545","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","173.10.254.170","103.243.115.105","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:41.545","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","173.10.254.170","103.243.115.105","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:41.549","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","173.10.254.170","103.243.115.105","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:23:41.551","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","-","-","-","173.10.254.170","103.243.115.105","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:23:41.574","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","3,248","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:23:41.642","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:41.811","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\8b7c814a5f5cb393feb9a7c6651b9b3049d4b3cf.tbres","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:23:41.822","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\System32\backgroundTaskHost.exe","""C:\Windows\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider","18,712","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:23:41.913","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,968","C:\Users\DELL\AppData\Local\Microsoft\Windows\INetCache\IE\QWJAK8GE\V1Profile[2].json","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:23:41.917","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","-","-","-","173.10.254.170","52.110.14.133","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:42.009","-","-","C:\Windows\System32\taskhostw.exe","-","8,332","C:\Users\DELL\AppData\Local\Microsoft\Windows\INetCache\IE\QWJAK8GE\V1Profile[1].json","-","-","-","-","-","-","-",deletion
"Jun 1, 2026 @ 14:23:42.153","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","-","-","-","173.10.254.170","150.171.23.17","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:23:42.488","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\MruServiceCache\b1c53643363b744d_LiveId\Excel\Places_en-US","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:42.553","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\baccceff-8207-43a9-8fba-00e4e517c590.tmp","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:23:42.562","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\20b14567-3992-4e78-87c2-ed8a81b444cf.tmp","-","-","-","-","-","-","-",deletion
"Jun 1, 2026 @ 14:23:42.562","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\20b14567-3992-4e78-87c2-ed8a81b444cf.tmp","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:23:42.602","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\20b14567-3992-4e78-87c2-ed8a81b444cf.tmp","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:42.603","-","-","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","-","25,556","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\MruServiceCache\b1c53643363b744d_LiveId\Excel\Documents_en-US","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:23:42.612","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\SCT Auditing Pending Reports","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:23:42.655","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","29,048","C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\dd19cf7f-7e19-491a-be56-4c9730e41e02.tmp","-","-","-","-","-","-","-",creation
