Timeline #,Timestamp,Alert ID,Tactic ID,Tactic,Tactic Order,Process,Parent Process,Detection Type,Risk Score,Severity,MITRE Technique,MITRE Name,Destination IP,Registry Path,Detail
863,"Jun 1, 2026 @ 14:23:58.261",AH-5669F3C0,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
864,"Jun 1, 2026 @ 14:23:58.262",AH-6FED1E16,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
865,"Jun 1, 2026 @ 14:23:58.270",AH-EAEF7F9E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
866,"Jun 1, 2026 @ 14:23:58.271",AH-C48436ED,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
867,"Jun 1, 2026 @ 14:23:58.279",AH-62932BE2,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
868,"Jun 1, 2026 @ 14:23:58.280",AH-319A722C,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
869,"Jun 1, 2026 @ 14:23:58.288",AH-A2C90E6D,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
870,"Jun 1, 2026 @ 14:23:58.296",AH-B33061C4,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
871,"Jun 1, 2026 @ 14:23:58.305",AH-350F49BF,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
872,"Jun 1, 2026 @ 14:23:58.312",AH-3F878830,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
873,"Jun 1, 2026 @ 14:23:58.313",AH-65DB140F,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
874,"Jun 1, 2026 @ 14:23:58.320",AH-B3CEC466,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
875,"Jun 1, 2026 @ 14:23:58.321",AH-9BFFCC70,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
876,"Jun 1, 2026 @ 14:23:58.327",AH-67F6449F,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
877,"Jun 1, 2026 @ 14:23:58.329",AH-3FCAC396,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
878,"Jun 1, 2026 @ 14:23:58.336",AH-94D1D696,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
879,"Jun 1, 2026 @ 14:23:58.337",AH-5C048B98,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
880,"Jun 1, 2026 @ 14:23:58.338",AH-E61B2E4D,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
881,"Jun 1, 2026 @ 14:23:58.345",AH-8EB76E32,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
882,"Jun 1, 2026 @ 14:23:58.346",AH-5F833288,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
883,"Jun 1, 2026 @ 14:23:58.352",AH-1D83341E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
884,"Jun 1, 2026 @ 14:23:58.353",AH-51B436E6,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
885,"Jun 1, 2026 @ 14:23:58.354",AH-84071BF4,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
886,"Jun 1, 2026 @ 14:23:58.359",AH-A4BFC4BA,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
887,"Jun 1, 2026 @ 14:23:58.360",AH-86550580,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
888,"Jun 1, 2026 @ 14:23:58.361",AH-A40BAE5C,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
889,"Jun 1, 2026 @ 14:23:58.366",AH-7214EA6F,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
890,"Jun 1, 2026 @ 14:23:58.367",AH-6490836A,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
891,"Jun 1, 2026 @ 14:23:58.368",AH-07062C50,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
892,"Jun 1, 2026 @ 14:23:58.373",AH-CDA79553,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
893,"Jun 1, 2026 @ 14:23:58.374",AH-D2C9991E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
894,"Jun 1, 2026 @ 14:23:58.375",AH-7ECE5130,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
895,"Jun 1, 2026 @ 14:23:58.381",AH-0F574851,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
896,"Jun 1, 2026 @ 14:23:58.382",AH-7C4722B0,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
897,"Jun 1, 2026 @ 14:23:58.383",AH-CAC906F5,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
898,"Jun 1, 2026 @ 14:23:58.384",AH-4D227B5E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
899,"Jun 1, 2026 @ 14:23:58.389",AH-BF331569,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
900,"Jun 1, 2026 @ 14:23:58.390",AH-843ED482,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
901,"Jun 1, 2026 @ 14:23:58.391",AH-71169846,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
902,"Jun 1, 2026 @ 14:23:58.397",AH-4FDC77DC,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
903,"Jun 1, 2026 @ 14:23:58.398",AH-26C28691,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
904,"Jun 1, 2026 @ 14:23:58.399",AH-31F55893,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
905,"Jun 1, 2026 @ 14:23:58.405",AH-82D4FD98,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
906,"Jun 1, 2026 @ 14:23:58.406",AH-9665ED45,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,45,MEDIUM,,,,,High distinct destinations for excel.exe
907,"Jun 1, 2026 @ 14:23:58.412",AH-E68719D9,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
908,"Jun 1, 2026 @ 14:23:58.413",AH-D99F266E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,45,MEDIUM,,,,,High distinct destinations for excel.exe
909,"Jun 1, 2026 @ 14:23:58.420",AH-A619604F,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
910,"Jun 1, 2026 @ 14:23:58.421",AH-FF8EE7AA,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,45,MEDIUM,,,,,High distinct destinations for excel.exe
911,"Jun 1, 2026 @ 14:23:58.428",AH-861AEF47,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
912,"Jun 1, 2026 @ 14:23:58.429",AH-B8E1AD00,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
913,"Jun 1, 2026 @ 14:23:59.156",AH-64795623,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
914,"Jun 1, 2026 @ 14:23:59.267",AH-E83E18B4,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
915,"Jun 1, 2026 @ 14:23:59.548",AH-F1CDEFA6,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
916,"Jun 1, 2026 @ 14:23:59.606",AH-97E18DD7,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
917,"Jun 1, 2026 @ 14:23:59.610",AH-0A841EC3,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
918,"Jun 1, 2026 @ 14:23:59.615",AH-E7B732BB,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
919,"Jun 1, 2026 @ 14:23:59.728",AH-6D4E0E61,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
920,"Jun 1, 2026 @ 14:23:59.740",AH-3A9A7D6F,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
921,"Jun 1, 2026 @ 14:23:59.843",AH-E00A01ED,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,150.171.23.11,,High distinct destinations for excel.exe
922,"Jun 1, 2026 @ 14:23:59.882",AH-B3FCEAD5,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
923,"Jun 1, 2026 @ 14:23:59.900",AH-5042DE66,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
924,"Jun 1, 2026 @ 14:24:00.267",AH-66D8E112,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
925,"Jun 1, 2026 @ 14:24:00.278",AH-BB83C6B2,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
926,"Jun 1, 2026 @ 14:24:00.317",AH-58310C3A,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
927,"Jun 1, 2026 @ 14:24:00.322",AH-D727C4CF,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
928,"Jun 1, 2026 @ 14:24:00.408",AH-8C3BEB81,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Office\16.0\Excel\Security\Trusted Documents\TrustRecords\https://d.docs.live.net/b1c53643363b744d/Documents/Primus.xlsx,High distinct destinations for excel.exe
929,"Jun 1, 2026 @ 14:24:00.431",AH-413CDA35,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
930,"Jun 1, 2026 @ 14:24:00.435",AH-FB697532,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,150.171.23.11,,High distinct destinations for excel.exe
931,"Jun 1, 2026 @ 14:24:00.735",AH-466E29A7,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,150.171.23.11,,High distinct destinations for excel.exe
932,"Jun 1, 2026 @ 14:24:01.980",AH-716A70AA,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
933,"Jun 1, 2026 @ 14:24:01.981",AH-10EA1E12,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
934,"Jun 1, 2026 @ 14:24:01.982",AH-101AB8C1,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
935,"Jun 1, 2026 @ 14:24:01.988",AH-22EEDA4C,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
936,"Jun 1, 2026 @ 14:24:01.990",AH-0011B26B,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
937,"Jun 1, 2026 @ 14:24:01.996",AH-BC7F347F,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
938,"Jun 1, 2026 @ 14:24:01.997",AH-60804A55,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
939,"Jun 1, 2026 @ 14:24:01.998",AH-333E162F,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
940,"Jun 1, 2026 @ 14:24:02.003",AH-B83031C8,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
941,"Jun 1, 2026 @ 14:24:02.004",AH-514E6B6E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
942,"Jun 1, 2026 @ 14:24:02.005",AH-F64BFBD1,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
943,"Jun 1, 2026 @ 14:24:02.006",AH-F9F0BB8B,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
944,"Jun 1, 2026 @ 14:24:02.014",AH-304DF428,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
945,"Jun 1, 2026 @ 14:24:02.015",AH-8E3548E9,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
946,"Jun 1, 2026 @ 14:24:02.100",AH-0C538043,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
947,"Jun 1, 2026 @ 14:24:02.206",AH-290B6BC7,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
948,"Jun 1, 2026 @ 14:24:02.238",AH-373796A3,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,150.171.23.11,,High distinct destinations for excel.exe
949,"Jun 1, 2026 @ 14:24:02.279",AH-F80342E0,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,150.171.23.11,,High distinct destinations for excel.exe
950,"Jun 1, 2026 @ 14:24:02.281",AH-175067CC,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,150.171.23.11,,High distinct destinations for excel.exe
951,"Jun 1, 2026 @ 14:24:02.889",AH-789F2CC1,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
952,"Jun 1, 2026 @ 14:24:02.892",AH-7AE94FF9,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
953,"Jun 1, 2026 @ 14:24:02.970",AH-F53A4C78,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
954,"Jun 1, 2026 @ 14:24:03.049",AH-9498917E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
955,"Jun 1, 2026 @ 14:24:03.054",AH-C5996A5F,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,External Communication | Network Outlier,30,LOW,,,52.108.9.12,,Outbound to external IP: 52.108.9.12 ; High distinct destinations for excel.exe
956,"Jun 1, 2026 @ 14:24:04.158",AH-56A59044,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
957,"Jun 1, 2026 @ 14:24:04.181",AH-0806B65C,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
