Timeline #,Timestamp,Alert ID,Tactic ID,Tactic,Tactic Order,Process,Parent Process,Detection Type,Risk Score,Severity,MITRE Technique,MITRE Name,Destination IP,Registry Path,Detail
491,"Jun 1, 2026 @ 14:22:54.643",AH-085857AB,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
492,"Jun 1, 2026 @ 14:22:54.686",AH-03D43BB3,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
493,"Jun 1, 2026 @ 14:22:55.182",AH-628DE54F,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
494,"Jun 1, 2026 @ 14:22:55.195",AH-B1423A66,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
495,"Jun 1, 2026 @ 14:22:55.201",AH-DA9BFF63,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
496,"Jun 1, 2026 @ 14:22:55.208",AH-F9D12F82,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
497,"Jun 1, 2026 @ 14:22:55.212",AH-0CCC5785,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
498,"Jun 1, 2026 @ 14:22:55.234",AH-ED8948A6,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass,Living-off-the-land binary: powershell.exe
499,"Jun 1, 2026 @ 14:22:55.239",AH-F83FA1A8,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName,Living-off-the-land binary: powershell.exe
500,"Jun 1, 2026 @ 14:22:55.242",AH-DC91E538,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet,Living-off-the-land binary: powershell.exe
501,"Jun 1, 2026 @ 14:22:55.246",AH-89BA8DB7,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect,Living-off-the-land binary: powershell.exe
502,"Jun 1, 2026 @ 14:22:55.868",AH-64E13B31,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
503,"Jun 1, 2026 @ 14:22:56.022",AH-98206B71,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
504,"Jun 1, 2026 @ 14:22:56.643",AH-FC1B2B89,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
505,"Jun 1, 2026 @ 14:22:58.472",AH-ABDFF352,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
506,"Jun 1, 2026 @ 14:22:58.483",AH-6040AB77,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Download Execute | LOLBin Abuse | PowerShell Payload | Rare Parent-Child | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.001,PowerShell,,,Rare process pair: powershell.exe->powershell.exe ; Living-off-the-land binary: powershell.exe ; Suspicious PowerShell keyword in command ; Download-then-execute pattern detected
507,"Jun 1, 2026 @ 14:22:59.709",AH-2C6E772F,TA0002,Execution,1,C:\Windows\System32\SearchProtocolHost.exe,C:\Windows\System32\SearchIndexer.exe,Rare Parent-Child | Rare Process,30,LOW,,,,,Process seen only 2 time(s): searchprotocolhost.exe ; Rare process pair: searchindexer.exe->searchprotocolhost.exe
508,"Jun 1, 2026 @ 14:23:01.316",AH-A3361E8B,TA0002,Execution,1,C:\Windows\System32\consent.exe,C:\Windows\System32\svchost.exe,Rare Parent-Child,15,INFO,,,,,Rare process pair: svchost.exe->consent.exe
509,"Jun 1, 2026 @ 14:23:04.442",AH-D9259F73,TA0002,Execution,1,C:\Windows\System32\consent.exe,C:\Windows\System32\svchost.exe,Rare Parent-Child,15,INFO,,,,,Rare process pair: svchost.exe->consent.exe
510,"Jun 1, 2026 @ 14:23:04.480",AH-001E4171,TA0002,Execution,1,C:\Windows\System32\cmd.exe,C:\Users\DELL\office_portable_x3.exe,LOLBin Abuse,25,LOW,T1059.003,Windows Command Shell,,,Living-off-the-land binary: cmd.exe
511,"Jun 1, 2026 @ 14:23:10.706",AH-99A17D98,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
512,"Jun 1, 2026 @ 14:23:10.729",AH-93EB7405,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
513,"Jun 1, 2026 @ 14:23:10.735",AH-58419245,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
514,"Jun 1, 2026 @ 14:23:10.737",AH-9E801E2B,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
515,"Jun 1, 2026 @ 14:23:10.754",AH-DAF79D67,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
516,"Jun 1, 2026 @ 14:23:10.791",AH-B649CECC,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
517,"Jun 1, 2026 @ 14:23:10.801",AH-E942346A,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
518,"Jun 1, 2026 @ 14:23:10.805",AH-E4A31BCF,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
519,"Jun 1, 2026 @ 14:23:10.808",AH-289A648C,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
520,"Jun 1, 2026 @ 14:23:10.831",AH-C6C9308A,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
521,"Jun 1, 2026 @ 14:23:10.834",AH-FB5C24DF,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,50,MEDIUM,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
522,"Jun 1, 2026 @ 14:23:10.859",AH-2B25B609,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
523,"Jun 1, 2026 @ 14:23:10.862",AH-DB137CCC,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
524,"Jun 1, 2026 @ 14:23:10.877",AH-C19D85FB,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
525,"Jun 1, 2026 @ 14:23:10.935",AH-E904AA96,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
526,"Jun 1, 2026 @ 14:23:10.940",AH-AA3416E0,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
527,"Jun 1, 2026 @ 14:23:11.067",AH-2665007F,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
528,"Jun 1, 2026 @ 14:23:11.774",AH-313B3349,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
529,"Jun 1, 2026 @ 14:23:11.847",AH-469341AA,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,50,MEDIUM,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
530,"Jun 1, 2026 @ 14:23:11.851",AH-F734FE45,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
531,"Jun 1, 2026 @ 14:23:11.860",AH-90E1A8AC,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
532,"Jun 1, 2026 @ 14:23:12.140",AH-F6AE60ED,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
533,"Jun 1, 2026 @ 14:23:12.256",AH-D6352A91,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
534,"Jun 1, 2026 @ 14:23:12.276",AH-BEAB64E1,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
535,"Jun 1, 2026 @ 14:23:12.279",AH-A35C9BCE,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
536,"Jun 1, 2026 @ 14:23:12.281",AH-1990FDCB,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
537,"Jun 1, 2026 @ 14:23:12.293",AH-D7E6C848,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
538,"Jun 1, 2026 @ 14:23:12.331",AH-5D759A95,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
539,"Jun 1, 2026 @ 14:23:12.336",AH-6C823A1F,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
540,"Jun 1, 2026 @ 14:23:12.339",AH-65881A73,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,50,MEDIUM,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
541,"Jun 1, 2026 @ 14:23:12.342",AH-007F7F6D,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,50,MEDIUM,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
542,"Jun 1, 2026 @ 14:23:12.361",AH-745B4BFE,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
543,"Jun 1, 2026 @ 14:23:12.366",AH-FF4ACC35,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
544,"Jun 1, 2026 @ 14:23:12.368",AH-8C4298AD,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
545,"Jun 1, 2026 @ 14:23:12.379",AH-668B8B99,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
546,"Jun 1, 2026 @ 14:23:12.427",AH-F41DECBD,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
547,"Jun 1, 2026 @ 14:23:12.431",AH-C5E41817,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
548,"Jun 1, 2026 @ 14:23:12.552",AH-715C73BF,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
549,"Jun 1, 2026 @ 14:23:13.157",AH-B0FFFDF6,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
550,"Jun 1, 2026 @ 14:23:13.169",AH-5BAB9DCF,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,50,MEDIUM,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
551,"Jun 1, 2026 @ 14:23:13.172",AH-C9A3F4AC,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
552,"Jun 1, 2026 @ 14:23:13.178",AH-41DAAF76,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
553,"Jun 1, 2026 @ 14:23:13.314",AH-65F33CA8,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
554,"Jun 1, 2026 @ 14:23:13.426",AH-7951E899,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
555,"Jun 1, 2026 @ 14:23:13.444",AH-51D2BC2D,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
556,"Jun 1, 2026 @ 14:23:13.448",AH-9B62392D,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
557,"Jun 1, 2026 @ 14:23:13.450",AH-87EFB1CB,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
558,"Jun 1, 2026 @ 14:23:13.464",AH-75BE1E3D,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
559,"Jun 1, 2026 @ 14:23:13.491",AH-EA1D79AD,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
560,"Jun 1, 2026 @ 14:23:13.499",AH-F9A19FDB,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
561,"Jun 1, 2026 @ 14:23:13.506",AH-64FD4449,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
562,"Jun 1, 2026 @ 14:23:13.508",AH-7EE42FA5,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
563,"Jun 1, 2026 @ 14:23:13.509",AH-CBAE6587,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
564,"Jun 1, 2026 @ 14:23:13.512",AH-A7058274,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
565,"Jun 1, 2026 @ 14:23:13.529",AH-9E2FD0F7,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
566,"Jun 1, 2026 @ 14:23:13.542",AH-7C6B33FF,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
567,"Jun 1, 2026 @ 14:23:13.545",AH-816B1BA8,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
568,"Jun 1, 2026 @ 14:23:13.554",AH-CF20BB6C,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
569,"Jun 1, 2026 @ 14:23:13.591",AH-F338A860,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
570,"Jun 1, 2026 @ 14:23:13.594",AH-0DD40C87,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
571,"Jun 1, 2026 @ 14:23:13.705",AH-E0602B4B,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
572,"Jun 1, 2026 @ 14:23:14.234",AH-116A2032,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
573,"Jun 1, 2026 @ 14:23:14.247",AH-5ED0B297,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,50,MEDIUM,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
574,"Jun 1, 2026 @ 14:23:14.250",AH-0510F35D,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
575,"Jun 1, 2026 @ 14:23:14.253",AH-04125BF5,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
576,"Jun 1, 2026 @ 14:23:14.380",AH-D7B45350,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
577,"Jun 1, 2026 @ 14:23:14.484",AH-01A159FE,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
578,"Jun 1, 2026 @ 14:23:14.501",AH-BE87E188,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
579,"Jun 1, 2026 @ 14:23:14.505",AH-88FE9375,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
580,"Jun 1, 2026 @ 14:23:14.507",AH-DAA653BF,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
581,"Jun 1, 2026 @ 14:23:14.519",AH-143BB598,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
582,"Jun 1, 2026 @ 14:23:14.559",AH-2ACD26AB,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
583,"Jun 1, 2026 @ 14:23:14.563",AH-207C6C84,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
584,"Jun 1, 2026 @ 14:23:14.568",AH-72CA4EEC,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
585,"Jun 1, 2026 @ 14:23:14.570",AH-40AF39DD,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
586,"Jun 1, 2026 @ 14:23:14.571",AH-DBD45088,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
587,"Jun 1, 2026 @ 14:23:14.576",AH-E76E3BA9,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
588,"Jun 1, 2026 @ 14:23:14.583",AH-4BD0BD93,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
589,"Jun 1, 2026 @ 14:23:14.602",AH-CFBE7B11,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
590,"Jun 1, 2026 @ 14:23:14.604",AH-B9518EDA,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
591,"Jun 1, 2026 @ 14:23:14.614",AH-8773B748,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
592,"Jun 1, 2026 @ 14:23:14.651",AH-57669D98,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
593,"Jun 1, 2026 @ 14:23:14.654",AH-081BD3EC,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
594,"Jun 1, 2026 @ 14:23:14.757",AH-8DF417A9,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
595,"Jun 1, 2026 @ 14:23:15.305",AH-A8B8256D,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
596,"Jun 1, 2026 @ 14:23:15.317",AH-309A65F9,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,50,MEDIUM,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
