IOC Type,IOC Value,Source,Context,Timestamp,Risk,TI Verdict,TI Tags,TI Confidence
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\Logs\MSTeamsBackgroundEcs_2026-06-01_14-22-46.244.log,file.path,Process: C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x6,"Jun 1, 2026 @ 14:22:49.026",Medium,Unknown,,0
File Path,C:\Users\SARTHA~1\AppData\Local\Temp\c382d360-2567-4911-8120-2260c0afdbe8.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"Jun 1, 2026 @ 14:22:51.463",Medium,Unknown,,0
File Path,C:\Users\DELL\office_portable_x3.exe,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:22:54.643",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_5vbnvlbw.fig.ps1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:22:55.195",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_ncck5xkd.k2e.psm1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:22:55.201",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Windows\PowerShell\StartupProfileData-NonInteractive,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:22:58.472",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_yy12yq4k.lwe.ps1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:10.831",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_qc1sd1u2.15i.psm1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:10.834",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_nbmrvwln.k5p.ps1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:12.339",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_nqu2ntqj.lvi.psm1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:12.342",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_0wjj1ugx.yy3.ps1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:13.508",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_sglt0ecp.xyy.psm1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:13.512",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_1xa2qrrg.20m.ps1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:14.571",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_ys45w0hl.cig.psm1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:14.576",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_cwxcdz2s.bj5.ps1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:15.642",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_0ucesdw0.nn3.psm1,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:15.645",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\103621DE9CD5414CC2538780B4B75751,file.path,Process: C:\Windows\System32\lsass.exe,"Jun 1, 2026 @ 14:23:20.146",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\103621DE9CD5414CC2538780B4B75751,file.path,Process: C:\Windows\System32\lsass.exe,"Jun 1, 2026 @ 14:23:20.146",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\453FD74286E7A811168BF9CC3CB55EB2,file.path,Process: C:\Windows\System32\lsass.exe,"Jun 1, 2026 @ 14:23:20.470",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\453FD74286E7A811168BF9CC3CB55EB2,file.path,Process: C:\Windows\System32\lsass.exe,"Jun 1, 2026 @ 14:23:20.470",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Temp\ff8bd67a-3530-4167-9147-dfd3f7cf2593.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"Jun 1, 2026 @ 14:23:20.784",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Windows\PowerShell\StartupProfileData-Interactive,file.path,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:23:22.923",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\f29c1b38-6509-4704-9911-859fd98d7032.tmp,file.path,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:25.193",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\c32a9cf0-c076-4f29-8e3e-e5bb16a01f8d.tmp,file.path,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:25.204",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\3418a7cb-641e-42a9-a678-f61f7fdb4dd5.tmp,file.path,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:25.303",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Google\Chrome\User Data\Variations,file.path,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:25.669",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\71a1f614-af77-4e4a-a754-71efcdd3b2be.tmp,file.path,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:26.218",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\cf23cd14-21d2-42c5-b1ad-5de399a4aae9.tmp,file.path,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:26.234",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\3be317c7-248d-4677-b552-52b5849e32cd.tmp,file.path,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:26.235",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\c0c852fb-261a-4b92-8a0b-d8ea38120296.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:30.990",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\efe76b32-87fb-4b57-8bec-2ef3a1030470.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:31.005",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\microsoftwindows.client.cbs_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\NGHKBUH6\www.bing[1].xml,file.path,Process: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txy,"Jun 1, 2026 @ 14:23:33.420",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\257dc8b1-066c-4ac3-ae60-e86e8675b5a3.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:33.958",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\3a9cbe7e-6f2f-434c-a9ea-24cd4f8079e5.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:33.968",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\microsoftwindows.client.cbs_cw5n1h2txyewy\AC\INetCache\50WOOR01\fpconfig.min[1].json,file.path,Process: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txy,"Jun 1, 2026 @ 14:23:34.169",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Windows\Recent\Primus.xlsx.lnk,file.path,Process: C:\Windows\explorer.exe,"Jun 1, 2026 @ 14:23:34.204",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\{C9880DC3-0C78-49B5-A3CF-253D3893D90D} - OProcSessId.dat,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:34.518",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\Diagnostics\EXCEL\Primary1780303493679901500_E942B7AB-9D07-4007-87E7-48A1C69393BB.log,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:34.853",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\Diagnostics\EXCEL\Additional\Additional1780303493732825900_E942B7AB-9D07-4007-87E7-48A1C69393BB.log,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:34.892",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\f036564d8b727dbe99499799c7e51936a642f62a.tbres,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:34.913",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\e2cdfdebdbf5934269ce32e8b243aa8a2d32689d.tbres,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:35.049",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\DEM\en-US.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:35.632",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\IdentityCache\1\UD\u_TFCB0FB8FC4JM4J7\e_C2GK9UTC67FSUCG3\Accounts\r_74DB6FURNR2TGPBK.bin,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:35.796",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Credentials\1493D94F16BCC1D8457EDBEAD8D3BBD1,file.path,Process: C:\Windows\System32\lsass.exe,"Jun 1, 2026 @ 14:23:36.367",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\FontCache\4\CatalogCacheMetaData2.xml,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:36.517",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\IdentityCache\1\UD\u_TFCB0FB8FC4JM4J7\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGPBK\c_UQTM99RVCFM5TO97.bin,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:36.524",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\IdentityCache\1\UD\u_TFCB0FB8FC4JM4J7\e_C2GK9UTC67FSUCG3\ID\r_74DB6FURNR2TGPBK\c_UQTM99RVCFM5TO97.bin,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:36.527",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Office\Recent\Primus.xlsx.LNK,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:36.925",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\CustomFunctions\v1.7\hostproperties.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:36.964",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\756ab64960fbdb06ecb6ad858dc26a8a9f301273.tbres,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:37.156",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\BrowserMetrics\de793b39-3039-444b-b035-1f7a3b42d5bc.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:37.388",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Local State,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:37.436",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Variations,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:37.528",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Last Version,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.030",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Edge-Local-State-Tmp-b03683d6-1265-4fe5-91fe-201c68b83649.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.039",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\01ab4d48-961b-4d91-a8e2-2de445df7301.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.046",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Site Characteristics Database\65515739-db83-4966-9cef-031245b4ccab.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.137",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\ClientCertificates\35cf54ee-a252-44de-8e14-1f0ad86d2fc5.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.184",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Site Characteristics Database\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.185",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Sync Data\LevelDB\702b0c9b-aa02-4903-a265-f411518bda4a.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.196",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\ClientCertificates\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.231",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Sync Data\LevelDB\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.243",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\PersistentOriginTrials\4de2fb3f-91ae-4382-ad1e-79e14e0e93c9.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.251",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Windows\INetCache\IE\QWJAK8GE\V1Profile[1].json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:38.253",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\discount_infos_db\e46567f9-40b6-499a-9ac4-afbacff27d15.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.304",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\parcel_tracking_db\c3431fc7-8c3b-426f-8adf-2170098e4121.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.305",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\e11a9de5-c9f2-454c-ab89-07f5aea12304.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.308",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\commerce_subscription_db\695a6624-ebc8-420e-89da-97f9e929aa38.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.310",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\discounts_db\5102647f-9334-453b-838d-c4a4222d8da4.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.311",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.362",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\discounts_db\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.364",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\discount_infos_db\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.366",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\commerce_subscription_db\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.369",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.401",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\discounts_db\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.404",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\commerce_subscription_db\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.407",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\discount_infos_db\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.412",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\ClientCertificates\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.462",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\PersistentOriginTrials\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.503",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\parcel_tracking_db\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.520",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\PersistentOriginTrials\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.565",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\parcel_tracking_db\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.597",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\shared_proto_db\metadata\a8e97975-b28f-4c1e-89d8-b3d34d03bcf8.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.676",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\shared_proto_db\metadata\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.731",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\DisplayForm\UrlFriendlyPathMapping3.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:38.820",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\shared_proto_db\b45eb33f-4208-4d03-a43f-b0f7950bd121.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.883",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Extension State\23df52d7-00a9-4cdf-a97e-28a0a0874a61.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.908",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\shared_proto_db\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.954",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Extension State\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:38.997",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\8ae9f0c30ea1668425d0f7d6255d597ead710776.tbres,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:39.573",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\661b6b29-3b80-4bde-ae39-4b56dcb76a7d.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:39.860",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Local Storage\leveldb\7eff8b9a-e250-4ce5-8a7b-9d398103cbbd.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:39.957",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Local Storage\leveldb\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:40.034",Medium,Unknown,,0
