IOC Type,IOC Value,Source,Context,Timestamp,Risk,TI Verdict,TI Tags,TI Confidence
File Path,C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\9a2d88d6cfd2d8c984e740f857707663b161647d.tbres,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:40.283",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Session Storage\ef69e78e-008b-49bc-a12e-ad533591ba37.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:40.418",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Session Storage\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:40.508",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\SmartScreen\local\uriCache,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:40.914",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\SmartScreen\local\uriCache_,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:40.914",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\SmartScreen\RemoteData\LastPing,file.path,Process: C:\Windows\System32\smartscreen.exe,"Jun 1, 2026 @ 14:23:41.061",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\IdentityCache\1\UD\u_TFCB0FB8FC4JM4J7\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGPBK\c_Q1JJ95IJFFRNT2GU.bin,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:41.278",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\IdentityCache\1\UD\u_TFCB0FB8FC4JM4J7\e_C2GK9UTC67FSUCG3\ID\r_74DB6FURNR2TGPBK\c_Q1JJ95IJFFRNT2GU.bin,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:41.282",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\aggmru\b1c53643363b744d_LiveId\x-mru4-en-US-sr.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:41.462",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\8b7c814a5f5cb393feb9a7c6651b9b3049d4b3cf.tbres,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:41.811",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Windows\INetCache\IE\QWJAK8GE\V1Profile[2].json,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:41.913",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\MruServiceCache\b1c53643363b744d_LiveId\Excel\Places_en-US,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:42.488",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\baccceff-8207-43a9-8fba-00e4e517c590.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:42.553",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\20b14567-3992-4e78-87c2-ed8a81b444cf.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:42.562",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\MruServiceCache\b1c53643363b744d_LiveId\Excel\Documents_en-US,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:42.603",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\SCT Auditing Pending Reports,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:42.612",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\dd19cf7f-7e19-491a-be56-4c9730e41e02.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:42.655",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\eed896e1-12bf-4747-959c-dc73ac49abdb.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:42.663",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Code Cache\js\9cd127584ae421ce_0,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:43.394",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\BrowserMetrics\BrowserMetrics-6A1D4891-7510.pma,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:45.857",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\80bf1fbd-f06d-4ca1-a96b-88387c4bd187.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.003",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\3e11b110-033a-46af-bc82-822586af7c7a.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.011",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\BookmarkMergedSurfaceOrdering,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.045",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\AutofillAiModelCache\c1f6b323-5444-46be-888b-4c12e19b466b.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.074",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\optimization_guide_hint_cache_store\2e3bf15b-8905-4b15-8a5a-84222a60c590.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.074",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\AutofillAiModelCache\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.148",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\optimization_guide_hint_cache_store\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.155",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\AutofillAiModelCache\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.186",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\optimization_guide_hint_cache_store\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.202",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\AutofillStrikeDatabase\d020ba32-3557-487e-b711-b9965fd0fa71.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.218",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\BudgetDatabase\535d4634-af53-40a1-84b3-98e46c2a1941.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.232",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\BudgetDatabase\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.291",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\AutofillStrikeDatabase\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.322",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\BudgetDatabase\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.378",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\AutofillStrikeDatabase\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.390",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Feature Engagement Tracker\AvailabilityDB\920dd642-de79-44ed-abca-18f5626b82e9.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.395",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Feature Engagement Tracker\AvailabilityDB\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.436",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Feature Engagement Tracker\AvailabilityDB\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.470",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Feature Engagement Tracker\EventDB\b27dae16-a3ae-483a-b3d2-c938823dfe32.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.480",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Feature Engagement Tracker\EventDB\LOG.old,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.549",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Feature Engagement Tracker\EventDB\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:46.589",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Edge-Local-State-Tmp-8eee69eb-5e4c-4f09-ae04-1f67d2d79200.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.119",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\d72e9799-b3ae-4a6a-a617-46ffe3bbc3b8.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.119",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\4a6ded0d-e591-4f76-9e13-bb1ad7db7817.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.133",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\c788f3f0-9d19-4845-9fbb-2cc923ccfdd3.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.133",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Secure Preferences,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.183",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\4276fb8a-93de-4e9d-87e1-8a41ae5423a3.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.215",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\8e7b85b8-e62a-462b-97fb-1dde72ce716b.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.223",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Preferences,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.250",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\bc413a0c-7362-4fe1-81af-8bcdf928fd74.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.418",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\7e11dbbe-492b-416b-9899-e05ee7de2e7c.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.427",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\BrowsingTopicsState,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:48.457",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\7NY8QIIA8BM2G21SOQVS.temp,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:49.093",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\b8ab77100df80ab2.customDestinations-ms~RF15beed3d.TMP,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:49.099",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\b8ab77100df80ab2.customDestinations-ms,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:49.105",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\TJFH6PAOEYDS222AK1AU.temp,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:49.805",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\b8ab77100df80ab2.customDestinations-ms~RF15bef01b.TMP,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:49.811",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\ce677b39-a961-4d1f-9d05-c15d33e0fcd8.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:50.252",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\5037d777-c77e-44d4-bf85-12229ff866ac.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:50.278",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\Sdch Dictionaries,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:50.321",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\8598F88E.tmp,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:51.253",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\Licenses\5\2166136261946330807030266655,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:51.265",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\ResourceInfoCache\2a5ae2d3b00dc85f60bf6c9e5197c6940ee9ce62.temp,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:57.372",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\ResourceInfoCache\data.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:57.375",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Windows\INetCache\Content.MSO\1AB3337.xlsx,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:57.946",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Office\Recent\Primus.xlsx.url,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:57.961",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Windows\INetCache\Content.MSO\C58DF95D.xlsx,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:57.965",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Office\Recent\Documents on d.docs.live.net.url,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:57.978",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Windows\INetCache\Content.MSO\FF0FB510,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.056",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Windows\INetCache\Content.MSO\4C7883CC.xlsx,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.067",Medium,Unknown,,0
File Path,C:\Users\DELL\Desktop\~$Primus.xlsx,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.085",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\MruServiceCache\b1c53643363b744d_LiveId\Excel\DocumentRequests_en-US,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.107",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\MruServiceCache\b1c53643363b744d_LiveId\Excel\PlaceRequests_en-US,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.123",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_E4BMCUFFAVFYAKHJGBATEWCVEIDWAREW.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.166",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_EOHMCMGQCXEWDEEZFOF2AVHCCTFJD5DQ.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.173",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_BBAXEGHKCEFYD7ESFSBNBUCEDDBZF7BD.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.180",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_FVE2BFFDBWDABNCQF5DQBTFQGPEHHBGZ.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.188",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_GIBAFFAZCTGLCFBOBTDTGOAWDCCFEWEO.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.195",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_GWHWC5CQDZHLB5FZHMDNAUEHEADSBEE3.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.203",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_F7FHFIBFG2FGHIA4DGFJFXEKGADHCVCE.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.210",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_ECBDE3HWE5FCHPADGIEOGUCBF7EFHQEF.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.217",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_AJGSBEDWCME3CJFJALDGA5C5FKB2FRFY.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:58.225",Medium,Unknown,,0
